"","name","country_code","amount_raised","category_code","number_of_employees","founded_year"
"32313","xAD","USA",4000,"advertising","",""
"32314","Xadira Games","MYS",300,"games_video","7","2010"
"32315","xaitment","DEU",6670,"software","","2004"
"32320","Xangati","USA",10700,"software","","2006"
"32321","Xanic","GBR",808,"semiconductor","",""
"32325","XATA","USA",30000,"software","","1985"
"32328","XDx","USA",103200,"biotech","","2000"
"32331","XAware","USA",12500,"search","",""
"32334","Xbio Systems","USA",2230,"software","",""
"32338","Xcalia","FRA",2660,"software","",""
"32339","Xcedex","USA",500,"software","20","2008"
"32342","Xceedium","USA",14750.045,"security","40","2000"
"32343","Xceive","USA",24000,"semiconductor","","2001"
"32345","Xcelaero","USA",11140,"cleantech","",""
"32350","Xcerion","SWE",12000,"enterprise","35","2001"
"32353","XConnect Global Networks","GBR",22000,"mobile","","2005"
"32357","XDC","BEL",21900,"software","","2004"
"32359","XE Corporation","USA",500,"software","26","2000"
"32360","Xelerated ","USA",53000,"semiconductor","","2000"
"32361","Xelor Software","USA",6000,"software","","2002"
"32363","Xendex Holding","AUT",3500,"games_video","","2001"
"32365","Xenith","USA",10500,"other","",""
"32367","Xenome","AUS",22500,"biotech","",""
"32372","XenSource","USA",38000,"software","","2004"
"32375","Xero","NZL",16595.3,"software","90","2006"
"32376","Xifra Business","ESP",476,"public_relations","","2003"
"32379","Xeround","USA",22500,"software","40","2005"
"32385","XFONE","USA",36100,"public_relations","372","1990"
"32386","Xigen","CHE",41000,"biotech","","2002"
"32390","XGraph","USA",3750,"web","",""
"32397","XIFIN","USA",2000,"software","","1997"
"32398","Xignite","USA",2200,"enterprise","","2003"
"32399","XIHA","FIN",1000,"games_video","8","2007"
"32401","Xikota Devices","USA",960,"semiconductor","",""
"32404","XillianTV","USA",800,"web","",""
"32406","XimoXi","USA",200,"mobile","","2008"
"32413","XinLab","USA",6000,"software","","2000"
"32415","Xiotech","USA",10000,"network_hosting","","1995"
"32418","Xirrus","USA",62250,"mobile","","2004"
"32419","Xiu.com","CHN",20000,"ecommerce","",""
"32420","xkoto","USA",11035,"software","45","2005"
"32421","XL Group","FRA",1480,"public_relations","",""
"32423","XLerant","USA",1200,"software","","2004"
"32428","Xlumena","USA",7000,"hardware","",""
"32434","XMOS","GBR",17190,"semiconductor","","2005"
"32435","XMPie","USA",5000,"software","100","2000"
"32436","XO Communications","USA",50000,"network_hosting","",""
"32438","Xobni","USA",31752,"software","0","2006"
"32440","XOJET","USA",10450.218,"other","","2001"
"32445","Xtalic","USA",18000,"hardware","",""
"32446","Xoom","USA",53029,"web","65","2001"
"32447","Xoomsys","USA",8000,"software","","2003"
"32448","Xoopit","USA",6500,"web","","2004"
"32450","Xora","USA",23500,"mobile","","1999"
"32453","XOS Digital","USA",50450,"advertising","150","1999"
"32455","XP Investimentos","BRA",58000,"other","",""
"32464","Xtellus","USA",8000,"public_relations","","2000"
"32466","XPI - DisclosureNet","CAN",3000,"search","","2002"
"32468","Xplore Technologies","USA",4750,"software","","1985"
"32471","Xradia","USA",7000,"biotech","","1999"
"32474","XRONet","KOR",4000,"semiconductor","","2005"
"32482","Xtera Communications","USA",52000,"hardware","",""
"32483","Xterprise Solutions","USA",2000,"software","",""
"32484","Xtify","USA",3400,"mobile","11","2009"
"32485","Xtime","USA",3000,"software","",""
"32489","XtraInvestor","IRL",250,"public_relations","2","2010"
"32494","Xtreme Power","USA",38500,"cleantech","","2004"
"32497","XtremIO","USA",14000,"hardware","","2009"
"32500","Xueersi","CHN",40000,"web","","2003"
"32501","Xumii","USA",12800,"mobile","","2006"
"32502","Xunlei Networking Technology","CHN",5000,"web","","2003"
"32503","XunLight ","USA",33000,"cleantech","",""
"32513","XYDO","USA",1250,"network_hosting","","2011"
"32515","Xytis","USA",24500,"biotech","","2006"
"32523","Y-Klub","USA",90,"other","2","2010"
"32527","YadaHome","USA",250,"network_hosting","1","2008"
"32528","YaData","ISR",4300,"advertising","","2005"
"32545","Yamisee","USA",700,"web","","2010"
"32547","Yammer","USA",40000,"enterprise","175","2008"
"32548","Yandex","RUS",5300,"search","3500","1997"
"32552","Yaolan.com","CHN",17700,"web","",""
"32553","Yap","USA",8000,"mobile","","2006"
"32557","YapStone","USA",50000,"hardware","100","1999"
"32558","Yapta","USA",11500,"web","","2007"
"32559","YapTime","USA",200,"web","5","2010"
"32560","Yardbarker Network","USA",8134,"web","25",""
"32563","Yatra online","IND",22000,"other","1000","2006"
"32565","Yardsellr","USA",5750,"web","","2009"
"32568","Yarraa","USA",1500,"web","20","2008"
"32576","Ybrant Digital","IND",103000,"advertising","","1999"
"32578","YCD Multimedia","USA",20500,"public_relations","","1999"
"32586","Yebol","CHN",600,"search","9","2008"
"32588","Yedda","ISR",2500,"web","5","2006"
"32589","Yeelion","CHN",6300,"software","","2005"
"32603","Yellow Pages","POL",2,"search","25","1998"
"32609","YellowBrck","USA",150,"mobile","3","2010"
"32613","Yelp","USA",56000,"search","450","2004"
"32623","Your Energy","GBR",53030,"cleantech","",""
"32627","YESTODATE.COM","USA",1000,"other","5","2009"
"32631","YETI Group","CHN",12000,"search","300","2005"
"32632","Yext","USA",28750,"advertising","75","2006"
"32635","Yidio","USA",500,"games_video","29","2008"
"32636","Yield Software","USA",6000,"advertising","13",""
"32637","Yieldbot","USA",1200,"advertising","7","2010"
"32638","Yieldex","USA",8500,"advertising","",""
"32643","Yipit","USA",1550,"web","7","2010"
"32644","YippeeO Internet Marketing Solutions","USA",2000,"advertising","220","2006"
"32656","Yodio","USA",850,"web","4","2005"
"32657","Yodle","USA",35000.002,"advertising","300","2005"
"32658","Yodlee","USA",116000,"ecommerce","",""
"32662","Yoggie Security Systems","ISR",2800,"hardware","","2005"
"32668","YongoPal","USA",185,"mobile","3","2010"
"32669","Yonja Media Group","USA",12500,"web","30","2003"
"32678","yoonew","USA",4000,"web","","2004"
"32679","Yoono","USA",5450,"web","10","2006"
"32681","YouFig","ISR",268,"network_hosting","2",""
"32689","York Telecom","USA",6000,"mobile","","1985"
"32692","Yotpo","ISR",800,"ecommerce","3","2011"
"32695","YottaMark","USA",18000,"software","","2005"
"32699","YouAre.TV","USA",1150,"games_video","","2009"
"32704","youblisher.com","CHE",150,"public_relations","2","2008"
"32705","youcalc","DNK",3840,"enterprise","8","2006"
"32707","YouCastr","USA",500,"games_video","5","2007"
"32722","YouGov","USA",54000,"consulting","",""
"32725","Youku","USA",120000,"web","",""
"32727","YouLicense","ISR",1100,"games_video","12",""
"32730","YouMail","USA",6400,"mobile","",""
"32732","YouMeTrip","FRA",370,"web","","2009"
"32738","YOUnite","USA",1300,"web","2","2006"
"32751","Your Survival ","USA",350,"web","10","2006"
"32752","Your Tribute","CAN",600,"web","",""
"32753","Your Truman Show","USA",1300,"advertising","","2006"
"32757","YouRenew.com","USA",870,"hardware","15","2009"
"32767","YourStreet","USA",250,"web","6","2006"
"32773","YouSendIt","USA",53700,"web","0","2004"
"32784","YouTube","USA",11500,"games_video","","2005"
"32787","Yoyi Media","CHN",20000,"advertising","","2007"
"32791","Yozons","USA",240,"ecommerce","","2000"
"32807","YuMe","USA",51000,"advertising","",""
"32808","Yummly","USA",1850,"web","6","2009"
"32826","Z2Live","USA",4000,"software","2",""
"32836","Zafgen","USA",33180,"biotech","","2005"
"32838","Zag","USA",83300,"search","","2005"
"32842","Zanbato","USA",1850,"ecommerce","","2010"
"32844","Zango","USA",40000,"games_video","225",""
"32847","Zannel","USA",16000,"web","",""
"32850","ZAP","USA",25000,"cleantech","","1994"
"32854","Zapa Technology","IRL",3500,"mobile","",""
"32859","ZapMe","AUS",40,"mobile","3","2007"
"32863","Zappli","USA",500,"mobile","15",""
"32864","Zappos","USA",62750,"web","1500","1999"
"32866","Zapproved","USA",1450,"enterprise","5","2008"
"32871","Zattikka","GBR",5500,"games_video","",""
"32872","Zattoo","USA",10000,"games_video","45",""
"32874","Zavedenia.com","BGR",5,"advertising","6","2007"
"32875","Zavers","USA",4000,"web","","2006"
"32877","Zayo Bandwidth","USA",225000,"network_hosting","","2006"
"32881","Zazuba","USA",150,"web","3","2009"
"32883","Zazzle","USA",46000,"ecommerce","","1999"
"32888","Ze Frank Games","USA",500,"web","","2010"
"32889","Ze-Gen","USA",17600,"cleantech","","2004"
"32890","ZeaChem","USA",25000,"cleantech","",""
"32892","ZealCore Embedded Solutions","SWE",1540,"software","","2001"
"32901","Zebtab","GBR",280,"games_video","5","2005"
"32902","Zecco","USA",35000,"web","110","2006"
"32903","Zecter","USA",2515,"network_hosting","8","2007"
"32910","Zeebo","USA",8000,"games_video","","2007"
"32914","Zeer","USA",1050,"public_relations","5","2007"
"32917","Zefanclub","FRA",1000,"web","15","2008"
"32923","Zeligsoft","CAN",7290,"software","","2002"
"32929","Zeltiq  Aesthetics","USA",70424.2,"biotech","","2005"
"32930","Zemanta","GBR",5350,"public_relations","7","2007"
"32938","Zencoder","USA",2000,"other","10","2007"
"32940","Zend Technologies","USA",44000,"software","130","1999"
"32941","Zenda Technologies","USA",3000,"biotech","3",""
"32942","Zendesk","USA",25500,"web","80","2007"
"32944","Zenprise","USA",34500,"mobile","","2003"
"32945","ZeniMax","USA",477450,"games_video","","1999"
"32950","Zenitum","KOR",1000,"software","30","2004"
"32954","Zeno Corporation","USA",48000,"biotech","","2002"
"32955","Zenops","FRA",5240,"software","","2003"
"32956","Zenoss","USA",15800,"software","40","2005"
"32957","Zenph Studios","USA",10700,"software","25","2002"
"32959","Zenring","USA",500,"mobile","4","2008"
"32962","Zentact","USA",250,"network_hosting","2","2008"
"32966","Zift Solutions","USA",1500,"public_relations","","2006"
"32967","Zigabid","USA",1000,"web","10","2006"
"32968","Zenverge","USA",30000,"semiconductor","",""
"32970","Zeo","USA",23138.5,"hardware","",""
"32972","Zep Solar","USA",7400,"cleantech","","2009"
"32975","Zepherella","USA",500,"ecommerce","4","2008"
"32979","Zephyr Technology","USA",2000,"biotech","",""
"32985","Zero Motorcycles","USA",33959.978,"cleantech","",""
"32987","Zero2IPO","CHN",60000,"web","",""
"32992","ZIN.GL","RUS",600,"web","11","2011"
"32995","ZeroG Wireless","USA",30000,"hardware","",""
"32996","ZeroPoint Clean Tech","USA",1500,"cleantech","",""
"33000","Zerply","USA",100,"web","6","2010"
"33007","Zetera","USA",13500,"public_relations","",""
"33011","ZettaCore","USA",21000,"semiconductor","","1999"
"33018","Zevez Payments","USA",690.028,"software","","2009"
"33020","Zhanzuo","CHN",12200,"web","",""
"33021","Zhaopin","CHN",110000,"ecommerce","500","1994"
"33022","Zhijiang Jonway Automobile","CHN",29030,"other","",""
"33026","Zinwave","GBR",7640,"mobile","22","2005"
"33035","Ziff Davis Media","USA",20000,"games_video","",""
"33038","Zigmo","USA",3500,"web","","2008"
"33041","Zigswitch","USA",50,"cleantech","3","2009"
"33046","Zila Networks","USA",1000,"mobile","20","2009"
"33048","Zilker Labs","USA",27000,"semiconductor","","2003"
"33051","Zilliant","USA",29100,"software","","1999"
"33052","ZillionTV","USA",14000,"games_video","100",""
"33053","ZilloPay","USA",25,"ecommerce","8","2007"
"33054","Zillow","USA",87000,"web","155","2005"
"33055","Zinch","USA",5000,"web","17","2007"
"33060","Zimbio","USA",6800,"web","",""
"33061","Zimbra","USA",14500,"enterprise","200",""
"33063","ZimpleMoney","USA",300,"web","8","2008"
"33066","Zing Systems","USA",26000,"games_video","","2007"
"33068","Zingdom Communications","USA",13000,"public_relations","",""
"33073","Zinio","USA",7000,"public_relations","",""
"33075","ZinkoTek","USA",2000,"web","","2007"
"33076","ZIO Studios","COL",1300,"games_video","",""
"33083","Zipano","USA",25,"security","","2009"
"33084","zipcodemailer.com","USA",15,"public_relations","2","2008"
"33091","Zipit Wireless","USA",3374.867,"hardware","","2007"
"33097","Zivity","USA",8000,"network_hosting","16",""
"33103","Ziptronix","USA",10000,"semiconductor","","2000"
"33109","Ziva Software","IND",1700,"mobile","16","2005"
"33110","Zixi","USA",4000,"games_video","",""
"33113","Zkatter","GBR",1500,"mobile","5","2008"
"33115","Zlango","ISR",12000,"mobile","",""
"33116","Zlio","FRA",4000,"ecommerce","","2005"
"33117","Zmags","DNK",7700,"web","85","2005"
"33118","ZManda","USA",13000,"software","","2005"
"33119","ZmandaInc.","USA",8000,"software","","2005"
"33124","ZocDoc","USA",20000,"search","125","2007"
"33131","Zogenix","USA",163962.156,"biotech","50","2006"
"33136","Zoji","USA",1500,"web","","2004"
"33142","Zolo Technologies","USA",17500,"hardware","","1999"
"33145","Zomato","IND",1000,"web","23","2008"
"33148","ZON Networks","ISR",7000,"public_relations","",""
"33152","Zonare Medical Systems","USA",30000,"biotech","176","1999"
"33153","Zonder","USA",1200,"ecommerce","",""
"33160","Zoom Media & Marketing - United States","USA",30000,"advertising","","1991"
"33161","Zong","USA",27500,"mobile","60","2000"
"33168","Zoodak","USA",580,"games_video","8","2008"
"33169","Zoodles","USA",2600,"web","",""
"33180","ZoomInfo","USA",14000,"search","800","2000"
"33181","Zoomio Holding","DNK",7130,"software","","2002"
"33185","ZoomSafer","USA",3350,"mobile","3","2009"
"33186","ZoomSystems","USA",87000,"hardware","100","2002"
"33190","Zumobi","USA",12000,"mobile","","2007"
"33191","Zooomr","USA",50,"web","","2006"
"33197","Zoosk","USA",40499.997,"web","","2007"
"33201","Zoove","USA",19800,"mobile","30","2004"
"33205","Zopa","GBR",33900,"web","","2005"
"33206","Zopim","SGP",192,"ecommerce","7","2008"
"33208","Zorap","USA",2251,"web","2","2008"
"33214","Zosano Pharma","USA",120000,"biotech","","2006"
"33216","Zounds","USA",25000,"biotech","","2005"
"33218","zozi","USA",11300,"other","",""
"33220","ZPower","USA",51937.465,"cleantech","",""
"33222","zSoup","KOR",90,"search","5","2007"
"33223","Ztail","USA",1500,"ecommerce","","2005"
"33225","Zuberance","USA",12000,"advertising","","2007"
"33228","zulily","USA",10600,"ecommerce","40","2009"
"33233","Zumbox","USA",17700,"web","25","2006"
"33235","Zume Life","USA",1700,"mobile","9","2006"
"33236","Zumeo.com","USA",100,"web","4","2007"
"33238","Zuora","USA",41500,"enterprise","65",""
"33241","Zuujit","USA",300,"ecommerce","6","2010"
"33244","Zvents","USA",31200,"web","55","2005"
"33256","Zykis","USA",800,"public_relations","10","2006"
"33262","Zyme Solutions","USA",3040,"hardware","","2004"
"33263","Zymetis","USA",2257.464,"biotech","","2006"
"33268","Zynga","USA",519000,"games_video","115","2007"
"33269","Zyngenia","USA",25000,"biotech","","2008"
"33272","Zyraz Technology","MYS",5400,"biotech","250","1994"
"33273","Zyrra","USA",1320,"ecommerce","",""
"33278"," Yola ","USA",25000,"web","85","2003"
"33279","4INFO","USA",38000,"advertising","50","2005"
"33280","5min Media","USA",12800,"games_video","30","2007"
"33285","3Jam","USA",4000,"mobile","",""
"33286","23andMe","USA",53600,"biotech","30","2006"
"33288","56.com","CHN",30000,"games_video","","2005"
"33289","4Home","USA",9146.354,"enterprise","36","2006"
"33290","8hands","ISR",1500,"public_relations","",""
"33299","2threads","AUS",300,"games_video","30","2004"
"33307","7digital","GBR",8500,"games_video","60","2004"
"33310","51.com","CHN",67000,"web","","2005"
"33312","8D World","USA",12250,"games_video","",""
"33320","[x+1]","USA",28000,"web","",""
"33331","10gen","USA",11400,"software","30","2008"
"33337","3i Systems","CHN",6500,"hardware","","2004"
"33346","3scale","ESP",800,"enterprise","11","2007"
"33364","1DayMakeover","USA",50,"ecommerce","6","2008"
"33368","60mo","USA",1300,"enterprise","8","2009"
"33379","3Leaf","USA",65000,"software","","2004"
"33381","5th Finger","USA",7000,"advertising","","1999"
"33384","6th Sense Analytics","USA",6700,"software","","2004"
"33392","7 Billion People","USA",5223.902,"web","","2006"
"33399","33Across","USA",11034.559,"advertising","","2007"
"33406","1calendar","DNK",40,"software","8","2009"
"33409","58.com","CHN",20780,"search","","2005"
"33410","1366 Technologies","USA",48950,"semiconductor","","2007"
"33412","8thBridge","USA",15000,"ecommerce","35","2008"
"33416","2 Minutes","FRA",1660,"games_video","105","2000"
"33421","2tor","USA",65064.308,"web","",""
"33426","800APP","CHN",17000,"software","200","2004"
"33427","3s Photonics","FRA",13780,"public_relations","",""
"33431","30 Second Software","USA",5500,"software","","2006"
"33441","3VR","USA",48000,"security","86","2002"
"33443","3TIER","USA",15000,"cleantech","","1999"
"33452"," Alliance Health Networks","USA",14300,"software","","2002"
